343

287	337
287	333
287	23
287	289
23	320
288	337
290	298
290	296
290	292
290	293
290	294
290	299
291	293
291	294
291	295
292	311
292	304
292	307
292	293
292	296
293	307
293	309
293	295
293	294
294	295
294	299
295	309
295	297
296	311
296	298
297	309
298	299
300	315
300	305
300	303
300	310
300	312
301	308
301	306
302	306
302	305
303	305
303	326
303	325
303	307
303	310
304	311
304	310
304	307
305	306
305	316
305	315
306	321
306	316
307	310
307	325
307	309
308	333
308	330
308	321
309	325
310	311
310	313
310	312
311	313
312	313
312	317
312	315
313	319
313	317
314	318
314	316
314	315
315	316
315	318
315	317
316	321
316	318
317	319
317	318
318	319
318	321
319	320
319	321
320	333
320	321
321	333
322	323
325	326
327	333
327	331
327	329
328	339
329	331
329	333
329	330
330	331
330	333
331	333
331	339
331	340
332	338
332	339
333	339
333	338
333	334
333	337
334	336
334	337
334	338
336	337
338	339
339	340
335	336
205	233
233	234
234	235
235	233
